,ID,TITLE,PRICE,PRICE PER SQ. M.,BEDROOMS,BATHROOMS,SIZE,POOL,URL,IMG,NEW BUILD,*ROOMS*,*KITCHEN*,*BATHROOM*,*GARDEN*,*OUTSIDE*,*HEATING*,*POOL*,*BUILDINGS*,*TENURE*,*UTILITIES*,*ENERGY CONSUMPTION RATING*,*SECURITY*,*PARKING*,*PLOT SIZE*,*LEISURE*,*VIEWS*,*QUALITY*,LAT,LON
289,5161032,2 bedroom Apartment for sale in Malaga,169500.0,1614.2857142857142,2,2,105,False,https://www.kyero.com/en/property/5161032,http://production.kyero.s3.amazonaws.com/5161/5161032/64977409_original.jpg,True,,,,,terrace,air conditioning,,,,,Awaiting details,,,,,,,36.725891800599,-4.435408115387
290,5343621,8 bedroom Land for sale in Malaga,735000.0,1105.2631578947369,8,8,665,False,https://www.kyero.com/en/property/5343621,http://production.kyero.s3.amazonaws.com/5343/5343621/ggknkxp2b2w_3.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.719623,-4.420023
291,5334756,2 bedroom Apartment for sale in Malaga,450000.0,5056.179775280899,2,1,89,False,https://www.kyero.com/en/property/5334756,http://production.kyero.s3.amazonaws.com/5334/5334756/68213788_original.jpg,True,,,,,,air conditioning,,,,,Awaiting details,,,,,,,36.719205615175,-4.4233502447605
292,5338922,2 bedroom Apartment for sale in Malaga,175000.0,,2,2,,False,https://www.kyero.com/en/property/5338922,http://production.kyero.s3.amazonaws.com/5338/5338922/q7qajibtnoe_DORMITORIO%20ALTA%20V1.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.719623,-4.420023
293,4886283,2 bedroom Apartment for sale in Malaga,745000.0,4966.666666666667,2,2,150,False,https://www.kyero.com/en/property/4886283,http://production.kyero.s3.amazonaws.com/4886/4886283/62222891_original.jpg,True,store room,,,community garden,terrace,"air conditioning, heating",,,,,Awaiting details,,"garage, parking",,,,,36.721239481085,-4.4027924537659
294,4647774,2 bedroom Apartment for sale in Malaga,238500.0,3909.8360655737706,2,1,61,True,https://www.kyero.com/en/property/4647774,http://production.kyero.s3.amazonaws.com/4647/4647774/54758625_original.jpg,True,store room,fitted kitchen,,,covered terrace,air conditioning,"pool, communal pool",,,,Awaiting details,electronic entry system,underground parking,,,,,36.719623,-4.420023
295,4250749,2 bedroom Apartment for sale in Malaga,270000.0,4153.846153846154,2,1,65,False,https://www.kyero.com/en/property/4250749,http://production.kyero.s3.amazonaws.com/4250/4250749/62638150_original.jpg,True,,,,,,"air conditioning, heating",,,,,Awaiting details,,,,,,,36.723604373726,-4.4212460517883
296,4250750,3 bedroom Apartment for sale in Malaga,353000.0,4057.4712643678163,3,2,87,False,https://www.kyero.com/en/property/4250750,http://production.kyero.s3.amazonaws.com/4250/4250750/66966755_original.jpg,True,,,,,,"air conditioning, heating",,,,,Awaiting details,,,,,,,36.723604373726,-4.4212460517883
297,4547280,3 bedroom Apartment for sale in Malaga,746750.0,4553.3536585365855,3,3,164,False,https://www.kyero.com/en/property/4547280,http://production.kyero.s3.amazonaws.com/4547/4547280/62223687_original.jpg,True,,fitted kitchen,,,,air conditioning,,,,,Awaiting details,,,,,,part renovated,36.721050286528,-4.4189366698265
298,5007139,4 bedroom Town house for sale in Malaga,690000.0,3415.841584158416,4,3,202,True,https://www.kyero.com/en/property/5007139,http://production.kyero.s3.amazonaws.com/5007/5007139/61299591_original.jpg,True,"store room, basement",fitted kitchen,,,"terrace, roof terrace","air conditioning, heating",,,,gas water heating,Awaiting details,,garage,,,,,36.719623,-4.420023
299,3962004,4 bedroom Villa for sale in Malaga,1175000.0,2845.036319612591,4,3,413,True,https://www.kyero.com/en/property/3962004,http://production.kyero.s3.amazonaws.com/3962/3962004/62051080_original.jpg,True,"store room, basement",,,garden,"terrace, roof terrace",air conditioning,,,,,Awaiting details,,garage,,,sea views,,36.737336510906,-4.3960976600647
300,4293885,2 bedroom Apartment for sale in Malaga,309000.0,3551.7241379310344,2,1,87,True,https://www.kyero.com/en/property/4293885,http://production.kyero.s3.amazonaws.com/4293/4293885/61893187_original.jpg,True,store room,fitted kitchen,,,"terrace, roof terrace",air conditioning,,,,,Awaiting details,,garage,,,,,36.712690861887,-4.4272810220718
301,4985923,2 bedroom Apartment for sale in Malaga,415000.0,4611.111111111111,2,2,90,False,https://www.kyero.com/en/property/4985923,http://production.kyero.s3.amazonaws.com/4985/4985923/62638124_original.jpg,True,,fitted kitchen,,,,air conditioning,,,,,Awaiting details,,,,,,part renovated,36.722211245783,-4.4226783514023
302,4283429,3 bedroom Apartment for sale in Malaga,179500.0,1560.8695652173913,3,2,115,True,https://www.kyero.com/en/property/4283429,http://production.kyero.s3.amazonaws.com/4283/4283429/67059314_original.jpg,True,store room,,,,"terrace, roof terrace","air conditioning, heating",,,,,Awaiting details,,garage,,,,,36.754341351011,-4.4208866357803
303,4604234,5 bedroom Villa for sale in Malaga,1250000.0,1937.984496124031,5,3,645,True,https://www.kyero.com/en/property/4604234,http://production.kyero.s3.amazonaws.com/4604/4604234/65853807_original.jpg,True,"store room, basement",fitted kitchen,,garden,terrace,air conditioning,,,,electric water heating,Awaiting details,,"garage, parking","1,100 m�",,sea views,,36.733450143931,-4.3584233522415
304,5368532,0 bedroom Commercial property for sale in Malaga,303000.0,2779.816513761468,109 m�</span,,109,False,https://www.kyero.com/en/property/5368532,http://production.kyero.s3.amazonaws.com/5368/5368532/69105051_original.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.719623,-4.420023
305,4629247,2 bedroom Penthouse for sale in Malaga,850000.0,4497.354497354498,2,2,189,False,https://www.kyero.com/en/property/4629247,http://production.kyero.s3.amazonaws.com/4629/4629247/62223944_original.jpg,True,,fitted kitchen,,,terrace,air conditioning,,,,,Awaiting details,,"garage, parking",,,,,36.720628217697,-4.4184716045129
306,5368533,0 bedroom Commercial property for sale in Malaga,448000.0,2650.887573964497,169 m�</span,,169,False,https://www.kyero.com/en/property/5368533,http://production.kyero.s3.amazonaws.com/5368/5368533/69105062_original.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.719623,-4.420023
307,4647773,3 bedroom Apartment for sale in Malaga,334500.0,3126.1682242990655,3,2,107,True,https://www.kyero.com/en/property/4647773,http://production.kyero.s3.amazonaws.com/4647/4647773/54758617_original.jpg,True,store room,fitted kitchen,,,covered terrace,air conditioning,"pool, communal pool",,,,Awaiting details,electronic entry system,underground parking,,,,,36.719623,-4.420023
308,5185664,2 bedroom Apartment for sale in Malaga,415000.0,4662.921348314607,2,2,89,False,https://www.kyero.com/en/property/5185664,http://production.kyero.s3.amazonaws.com/5185/5185664/t6mbamvlfya_6c7a8-91495-fa8e6-7217a-77000-8f14d-d1745-cd5ed.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.719623,-4.420023
309,3373547,3 bedroom Penthouse for sale in Malaga,1150000.0,3276.353276353276,3,3,351,False,https://www.kyero.com/en/property/3373547,http://production.kyero.s3.amazonaws.com/3373/3373547/62223934_original.jpg,True,,fitted kitchen,,community garden,"terrace, roof terrace","air conditioning, heating",,,,,Awaiting details,,garage,,,,,36.720734244581,-4.418932646513
310,3989956,3 bedroom Apartment for sale in Malaga,1450000.0,7512.953367875648,3,3,193,False,https://www.kyero.com/en/property/3989956,http://production.kyero.s3.amazonaws.com/3989/3989956/64918346_original.jpg,True,,fitted kitchen,,community garden,,air conditioning,,,,electric water heating,Awaiting details,,garage,,,,,36.719623,-4.420023
311,5185896,3 bedroom Apartment for sale in Malaga,1090000.0,6055.555555555556,3,3,180,False,https://www.kyero.com/en/property/5185896,http://production.kyero.s3.amazonaws.com/5185/5185896/69p2v5w5vp6_b0e0c-5a257-79c5b-1258d-83d1a-78809-79c2d-589ce.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.719623,-4.420023
312,3373700,4 bedroom Apartment for sale in Malaga,438000.0,2920.0,4,2,150,False,https://www.kyero.com/en/property/3373700,http://production.kyero.s3.amazonaws.com/3373/3373700/62222862_original.jpg,True,,,,,,air conditioning,,,,,Awaiting details,,garage,,,,,36.715049567389,-4.4303078949451
313,4249806,0 bedroom Apartment for sale in Malaga,199000.0,,</span,,,False,https://www.kyero.com/en/property/4249806,http://production.kyero.s3.amazonaws.com/4249/4249806/52727753_original.jpg,True,,open plan kitchen,jacuzzi,,"sunny terraces, trees",,,,,,Awaiting details,,underground parking,,,,quality residence,36.719623,-4.420023
314,5158799,0 bedroom Garage for sale in Malaga,14000.0,1076.923076923077,13 m�</span,,13,False,https://www.kyero.com/en/property/5158799,http://production.kyero.s3.amazonaws.com/5158/5158799/65196327_original.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.712622056263,-4.438653588295
315,4387321,0 bedroom Commercial property for sale in Malaga,185000.0,,1</span,,,False,https://www.kyero.com/en/property/4387321,http://production.kyero.s3.amazonaws.com/4387/4387321/49727949_original.jpg,True,,,,,,,,,,,Awaiting details,,,,,,,36.719623,-4.420023
